0
and how many children have to die he said that he needed that dont let no one get you down every hero dreams of chivalry how many people have to cry history he said one day you will see keep movin on higher ground he say that he needed that how many victims must there be keep flying until he got kicked in the back lets harmonize all around the world keep daring to motivate every legend tells of conquest and liberty your will to self motivate keep flying until you are the king of the hill he say one day you will see the fires deep in his eyes and how many children must we see she say this face that you see before we choose to live the prophets plan is destined for history every page you turn youre writing your legacy he dares to be recognized all nations sing no force of nature can break the promised child shines in a babys eyes and leave one family oh every path you take youre leaving your legacy dont let no one gets you down every soldier dies in his glory slaughtered in vain across the land every child should sing together in harmony you are the king of the hill keep moving on higher ground  and how many struggles must there be and live one family oh he hot willed in the face every day create your history a mother cries she said this face that you see the song of pain and grief across the land a soldier dies before we stand to lend a healing hand before we learn to live as brothers his place in world history everybody sing
then his life became serious so they torture your mind marchin like a soldier boy but that dont mean a thing  then leave you delirious hee hee hee oh my dug a step into fame marchin like the soldier heard he grew up in queens with an absolute reign people say that youre blind said hed rather be king then they say that youre fine he was stabbing her back as a matter of fact find the road again ‘till he finds himself a victim of the game show you the things that make a man a king if they wont help you fight but they wont help you find why dont you shine like youre the man again got a bullet to the brain
i hear you walking cuz your bodys talking to me   i got it coming and its ecstasy streetwalking baby   streetwalking baby i got it coming baby i have to tell you that you give me strong hot fever   got to get your love got to give some love   streetwalking baby   baby i love you baby i want you   got to make somebody   you see i never met a girl just like you come so easy you see i never met a girl just like you come so easy pretty baby kisses for your loving   you see i never met a girl just like you come so easy   i see you coming in and off on my thought   or paris france what do you think of that why dont you give me some time   i chase you every step of the way   if i can show you baby home with me   you dont believe me then you can ask my brother   id like to take you places how about new york city   love me baby got to have some loving   im so excited how you give me all your loving   baby i want you baby come love me   an invitation to some faraway hot island   why dont you give me some time   baby come love me baby i need you   gonna give you loving make you mine   youre so satisfying cuz everyday i watch you paint the town so pretty you see i never met a girl just like you come so easy   i told you i told you   dont you break my heart cuz i love you   wont you give me some time because baby i love you  baby i love you baby i love you   i really get it when youre next to me   got to make you mine got to give some loving   cuz everyday at six home alone   my every thought is you and thats a fact
now i dont know where we are the heavens are falling down what about animals cant we feel its wounds what about death again all the blood weve shed before that you said was yours and mine i used to glance beyond the stars what about all the peace oooooo aaaaaaaaaaah aaaaaaaaaaah  what about us where did we go wrong all the children dead from war have we lost their trust aaaaaaaaaah aaaaaaaaaah what about the seas what about babies what have we done to the world what about children dying cant you hear them cry what about all their joy i used to dream earth song what about the man what about killing fields weve turned kingdoms to dust what about the crying man although i know weve drifted far aaaaaaaaaaah aaaaaaaaaaaah were ravaging the seas the crying earth the weeping shores look what weve done is there a time what about it what about sunrise cant we set him free what about abraham what about forest trails its our planets womb burnt despite our pleas what about elephants what about rain i cant even breathe aaaaaaaaaaah aaaaaaaaaaah that you said we were to gain what about crying whales ooo ooo what about all the dreams what about the bleeding earth  what about the holy land what was us what about all the things what about the days torn apart by creed what about the common man do we give a damn that you pledge your only son what about flowering fields did you ever stop to notice what about natures worth hey what about yesterday someone tell me why
a favorite winter coat gonna make that change sure mon a willow deeply scarred then you close your mind oh no i gotta make that change today oh you know it you know it you know it you know take a look at yourself and then make a change man in the mirror no message could have been any clearer im starting with the man in the mirror cause they got no place to be cause they got nowhere to go and no message could have been any clearer a selfish kinda love im asking him to change his ways yeah na na na na na na na na na na somebodys broken heart make that change and a washed out dream oh no im gonna make a change just lift yourself you got you got to move thats why i want you to know you got to im asking him to change his ways who am i to be blind na na na na na na na na na na oh ho a broken bottle top on the wind ya know thats why im starting with me for once in my life this wind is blowin my mind not a nickel to loan could it be really pretending that theyre not alone a summers disregard that man you know that man you know you know you got to stop it yourself gotta make a change with the man in the mirror oh yeah with not enough to eat oh yeah ooh ooh ooh aah and a one mans soul take a look at yourself then make that change ive been a victim of stand up stand up stand up sure mon yeah gonna make a difference cause when you close your heart you cant close your your mind ooh i see the kids in the street they follow the pattern of the wind ya see take a look at yourself and then make the change you got to you got to not let yourself brother oh you gotta get it right while you got the time stand up and lift yourself now as i turn up the collar on there are some with no home  gonna make it right if you wanna make the world a better place take a look at yourself and then make a change yey its time that i realize they follow each other yeah yeah yeah yeah yeah yeah change make that change yeah washed out dream man in the mirror oh yeah that man that man that man its gonna feel real good i gotta make that make me then make pretending not to see their needs sure mon sure mon you know that oh take a look at yourself and then make that change
tell him woo hoo  tell him what you do to me   show him woo hoo  im gonna tell your boyfriend yeah  you better tell your boyfriend yeah  tell him what he needs to know  youll only be a girlfriend of mine im gonna show your boyfriend yeah  show him how you feel inside  were gonna have to tell him  youll only be a girlfriend of mine  the letters ive been savin yeah  an how love could not be denied oh no late at night when the wind is free or he may never let you go exactly what were doin yeah  yeah were gonna have to tell him  girlfriend
the rarest love whod think id find its you and me   all my life   finally find the perfect love i search for all my life   you rocked my world you know you did   thats why i always have to have you here in time i knew that love would bring   ooh feels like   you rocked my world you know you did   the way you lovin’ me   ooh whod think id find   i have finally found come on girl you rocked my world you know you did   cause girl you came and changed   ive waited patiently you rock my world   and girl you know it seems   and everything i own i give   yeaaah yeaaah   keep doing what you do   oooh girl   i have finally found a perfect love this time you rocked my world you know you did come on girl   ive searched for the perfect love all my life   the way i walk the way i talk   my life is so complete   the way you talk to me   stay with me fulfill my dreams   you rock my world you rock my world   and ill be all you need   but girl you know its true   i cannot explain   someone like you to call mine its you me   ooh it feels so right girl   such a perfect love thats awesomely so right   and girl ill never get enough   i feel the magic all in the air   such happiness to me   these things i feel for you   someone like you to call mine my life will never be the same    the rarest love whod think id find   search for all my life and girl i know that this is love   you rock my world give it to me come on girl   hoooh   the way you you give it to me   ooh think that i girl   and everything i own i give baby baby baby   a love thats true because of you   yeah yeah   i tried to keep my sanity
you know he really tried to take me  he think he bad cause hes bsta did he say to either do it or die dom s sheldon is a cold man down by surprise i bet he missioned with the cia i bet he never had a social life anyway you think he brother with the kkk they wanna get my ass dom sheldon is a cold man hell stop at nothing just to get his political say i know his mother never taught him right anyway he out shock in every single way he want your vote just to remain ta he dont do half what he say dead or alive dom sheldon is a cold man  does he send letters to the fbi
you wanna be tough better do what you can beat it beat it beat it beat it dont wanna be a boy you wanna be a man theyre out to get you better leave while you can they told him dont you ever come around here just beat it beat it beat it beat it then theyll tell you its fair you wanna stay alive better do what you can you have to show them that youre really not scared showin how funky and strong is your fight so beat it just beat it beat it beat it beat it dont wanna see no blood dont be a macho man so beat it but you wanna be bad you better run you better do what you can it doesnt matter whos wrong or right dont wanna see your face you better disappear it doesnt matter whos wrong or whos right  youre playin with your life this aint no truth or dare theyll kick you then they beat you the fires in their eyes and their words are really clear no one wants to be defeated just beat it beat it
blood is on the dance floor   is out to kill   and susie is not your friend   the girl will not break it   was on my side   with seven inches in    it is not about love and romance    blood is on the knife    how does it feel   how does it feel    it happened fast   blood is on my side   she put you under every night stance is like taking a chance   to know that woman every night stance is like taking a chance    is out to kill    and i just can not take it   it is so insane   it was blood on the dance floor    she put seven inches in   it was blood on the dance floor   just can not break it    blood on the dance floor    the girl will not break it    she know your game    and now she is out to get me    and now you do regret it  it was blood on the dance floor since she seduced you    it happened fast    and i just can it take it  it seemed to me like it was love   and it seemed that everything  ooo   i have got to enjoy this simple dance   just can not break it   and i just cant take it   to know that woman  every hot man is out taking a chance    look who took you under   was on my side    blood is on the dance floor    erase the past since she seduced you   to know the stranger    blood on my side   it is not about love and romance   and true romance   and susie says it is right   to know the stranger she got your number    and now you are gonna get it  she got your number   susie got your number   if you could only   susie is not your friend   and it seemed that everything   and true romance  susie got your number   susie says it is right   and susie aint your friend    and now she is out to get me   i have got to enjoy that simple dance    i have got to enjoy that simple dance   and now you do regret it it was blood on the dance floor   blood on the dancefloor every hot man is out taking a chance to escape the world she got your baby   and now you are gonna get it   with seven inches in   and i just can not take it    blood is on the knife   she know your game   and it seemed that everything was on my side   blood on the dance floor
